ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,IsHoliday_y,IsHoliday_y_lower,IsHoliday_y_upper,MarkDown1,MarkDown1_lower,MarkDown1_upper,MarkDown2,MarkDown2_lower,MarkDown2_upper,MarkDown3,MarkDown3_lower,MarkDown3_upper,MarkDown4,MarkDown4_lower,MarkDown4_upper,MarkDown5,MarkDown5_lower,MarkDown5_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-04-16,24314.886085813185,23592.781447588543,38431.983661158345,24314.886085813185,24314.886085813185,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,6857.022167290862,6857.022167290862,6857.022167290862,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,8592.358787820744,8592.358787820744,8592.358787820744,0.0,0.0,0.0,31171.908253104048
2010-04-23,24324.055886053935,17473.610855857674,32761.337274622172,24324.055886053935,24324.055886053935,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,1069.02758903584,1069.02758903584,1069.02758903584,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,2804.3642095657237,2804.3642095657237,2804.3642095657237,0.0,0.0,0.0,25393.083475089774
2010-04-30,24333.225686294685,13632.689475885305,28510.724161380207,24333.225686294685,24333.225686294685,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-2898.267698513163,-2898.267698513163,-2898.267698513163,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-1162.9310779832792,-1162.9310779832792,-1162.9310779832792,0.0,0.0,0.0,21434.957987781523
2010-05-07,24342.39548653544,12156.576837234315,26638.732025300385,24342.39548653544,24342.39548653544,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-5190.692398054458,-5190.692398054458,-5190.692398054458,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-3455.3557775245745,-3455.3557775245745,-3455.3557775245745,0.0,0.0,0.0,19151.70308848098
2010-05-14,24351.56528677619,9900.452552006498,24893.89986687568,24351.56528677619,24351.56528677619,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-7009.271915217174,-7009.271915217174,-7009.271915217174,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-5273.9352946872905,-5273.9352946872905,-5273.9352946872905,0.0,0.0,0.0,17342.293371559015
2010-05-21,24360.735087275927,8720.886128587294,23455.658980170316,24360.735087275927,24360.735087275927,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8520.22659325155,-8520.22659325155,-8520.22659325155,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-6784.889972721666,-6784.889972721666,-6784.889972721666,0.0,0.0,0.0,15840.508494024378
2010-05-28,24369.90488777566,7808.638046951382,22485.25530548561,24369.90488777566,24369.90488777566,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8997.663884264926,-8997.663884264926,-8997.663884264926,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-7262.327263735042,-7262.327263735042,-7262.327263735042,0.0,0.0,0.0,15372.241003510735
2010-06-04,24379.0746882754,8590.37473547955,23140.107658152545,24379.0746882754,24379.0746882754,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8377.737650730753,-8377.737650730753,-8377.737650730753,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-6642.401030200868,-6642.401030200868,-6642.401030200868,0.0,0.0,0.0,16001.337037544647
2010-06-11,24388.244488775137,9209.796045553036,24033.690953120076,24388.244488775137,24388.244488775137,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-7730.14942347945,-7730.14942347945,-7730.14942347945,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-5994.812802949565,-5994.812802949565,-5994.812802949565,0.0,0.0,0.0,16658.09506529569
2010-06-18,24397.414289695156,9266.733170825904,24044.434126277087,24397.414289695156,24397.414289695156,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-7980.644203372946,-7980.644203372946,-7980.644203372946,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-6245.307582843063,-6245.307582843063,-6245.307582843063,0.0,0.0,0.0,16416.77008632221
2010-06-25,24406.58409061518,8217.783001798161,23342.611942254764,24406.58409061518,24406.58409061518,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8746.782309297972,-8746.782309297972,-8746.782309297972,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-7011.445688768089,-7011.445688768089,-7011.445688768089,0.0,0.0,0.0,15659.801781317206
2010-07-02,24415.7538915352,7868.437527609566,22794.81096221774,24415.7538915352,24415.7538915352,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8944.979342068558,-8944.979342068558,-8944.979342068558,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-7209.642721538673,-7209.642721538673,-7209.642721538673,0.0,0.0,0.0,15470.774549466643
2010-07-09,24424.923692455224,9428.171100328014,23770.911890569627,24424.923692455224,24424.923692455224,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8331.729928451314,-8331.729928451314,-8331.729928451314,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-6596.393307921428,-6596.393307921428,-6596.393307921428,0.0,0.0,0.0,16093.19376400391
2010-07-16,24434.093493375247,9328.694703072633,24206.625549648394,24434.093493375247,24434.093493375247,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-7851.678253611359,-7851.678253611359,-7851.678253611359,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-6116.341633081475,-6116.341633081475,-6116.341633081475,0.0,0.0,0.0,16582.41523976389
2010-07-23,24443.263293453343,9249.520716350442,23713.829850321374,24443.263293453343,24443.263293453343,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8322.604098342119,-8322.604098342119,-8322.604098342119,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-6587.267477812233,-6587.267477812233,-6587.267477812233,0.0,0.0,0.0,16120.659195111224
2010-07-30,24452.433093531443,7762.139680312279,22285.584934523784,24452.433093531443,24452.433093531443,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-9284.566225368608,-9284.566225368608,-9284.566225368608,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-7549.229604838722,-7549.229604838722,-7549.229604838722,0.0,0.0,0.0,15167.866868162835
2010-08-06,24461.60289360954,6779.428615133474,21624.191539799078,24461.60289360954,24461.60289360954,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-9614.340673676392,-9614.340673676392,-9614.340673676392,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-7879.0040531465065,-7879.0040531465065,-7879.0040531465065,0.0,0.0,0.0,14847.262219933147
2010-08-13,24470.77269368764,7889.878113151607,22849.889426665402,24470.77269368764,24470.77269368764,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-9055.655683202225,-9055.655683202225,-9055.655683202225,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-7320.319062672341,-7320.319062672341,-7320.319062672341,0.0,0.0,0.0,15415.117010485414
2010-08-20,24479.942493895272,8415.077373238946,23149.261823815104,24479.942493895272,24479.942493895272,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8513.18366293794,-8513.18366293794,-8513.18366293794,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-6777.847042408054,-6777.847042408054,-6777.847042408054,0.0,0.0,0.0,15966.758830957333
2010-08-27,24489.112294102903,8429.153625114248,22896.328075071597,24489.112294102903,24489.112294102903,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8657.623165904753,-8657.623165904753,-8657.623165904753,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-6922.286545374869,-6922.286545374869,-6922.286545374869,0.0,0.0,0.0,15831.489128198149
2010-09-03,24498.282094310533,7994.4563125975255,22899.698722820594,24498.282094310533,24498.282094310533,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-8813.770287191637,-8813.770287191637,-8813.770287191637,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-7078.433666661752,-7078.433666661752,-7078.433666661752,0.0,0.0,0.0,15684.511807118895
2010-09-10,24507.451894518166,9535.716172597506,24360.937594880394,24507.451894518166,24507.451894518166,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-7840.2029985780555,-7840.2029985780555,-7840.2029985780555,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-6104.866378048172,-6104.866378048172,-6104.866378048172,0.0,0.0,0.0,16667.24889594011
2010-09-17,24516.621694725796,11164.530848647944,25985.94644400376,24516.621694725796,24516.621694725796,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-5918.54066218873,-5918.54066218873,-5918.54066218873,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-4183.204041658846,-4183.204041658846,-4183.204041658846,0.0,0.0,0.0,18598.081032537066
2010-09-24,24525.791495228656,12428.940197709337,27556.131870515223,24525.791495228656,24525.791495228656,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-4623.34411476311,-4623.34411476311,-4623.34411476311,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-2888.0074942332267,-2888.0074942332267,-2888.0074942332267,0.0,0.0,0.0,19902.447380465546
2010-10-01,24534.961295731515,12767.077203832878,27275.662435546146,24534.961295731515,24534.961295731515,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-4746.756190743067,-4746.756190743067,-4746.756190743067,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-3011.4195702131838,-3011.4195702131838,-3011.4195702131838,0.0,0.0,0.0,19788.205104988447
2010-10-08,24544.13109623437,12740.351910768899,26842.582030142356,24544.13109623437,24544.13109623437,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-4628.0156872091275,-4628.0156872091275,-4628.0156872091275,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-2892.6790666792444,-2892.6790666792444,-2892.6790666792444,0.0,0.0,0.0,19916.115409025242
2010-10-15,24553.300896737233,15430.058497040838,29929.241373046465,24553.300896737233,24553.300896737233,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-1701.5615742098748,-1701.5615742098748,-1701.5615742098748,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,33.77504632000852,33.77504632000852,33.77504632000852,0.0,0.0,0.0,22851.73932252736
2010-10-22,24562.470695722455,21250.255190692264,35648.73489401853,24562.470695722455,24562.470695722455,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,3933.327727776265,3933.327727776265,3933.327727776265,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,5668.664348306149,5668.664348306149,5668.664348306149,0.0,0.0,0.0,28495.79842349872
2010-10-29,24571.640494707673,24828.401148698966,39811.766679539614,24571.640494707673,24571.640494707673,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,8257.968770216468,8257.968770216468,8257.968770216468,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,9993.305390746353,9993.305390746353,9993.305390746353,0.0,0.0,0.0,32829.60926492414
2010-11-05,24580.810293692895,23640.242061925226,38723.740787758485,24580.810293692895,24580.810293692895,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,6765.136228560736,6765.136228560736,6765.136228560736,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,8500.47284909062,8500.47284909062,8500.47284909062,0.0,0.0,0.0,31345.94652225363
2010-11-12,24589.980092678117,16764.726051111593,31319.696266094976,24589.980092678117,24589.980092678117,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-444.7776055541584,-444.7776055541584,-444.7776055541584,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,1290.5590149757252,1290.5590149757252,1290.5590149757252,0.0,0.0,0.0,24145.20248712396
2010-11-19,24599.14989166334,9975.7542178556,24512.152736653126,24599.14989166334,24599.14989166334,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-7508.042395971322,-7508.042395971322,-7508.042395971322,317.2247352458843,317.2247352458843,317.2247352458843,-2052.5613557757674,-2052.5613557757674,-2052.5613557757674,-5772.705775441438,-5772.705775441438,-5772.705775441438,0.0,0.0,0.0,17091.107495692017
2010-11-26,24608.319695081736,9855.55681242475,24364.287282448993,24608.319695081736,24608.319695081736,0.0,0.0,0.0,-104.14212663981921,-104.14212663981921,-104.14212663981921,186.02050403900938,186.02050403900938,186.02050403900938,-31.71481925718753,-31.71481925718753,-31.71481925718753,24.03675369354083,24.03675369354083,24.03675369354083,243.02442341034077,243.02442341034077,243.02442341034077,-7517.265018448879,-7517.265018448879,-7517.265018448879,317.2247352458843,317.2247352458843,317.2247352458843,-2052.561355775768,-2052.561355775768,-2052.561355775768,-5781.928397918995,-5781.928397918995,-5781.928397918995,0.0,0.0,0.0,17091.054676632855
